"PER_ID";"PER_TITEL";"PER_VOORNAMEN";"PER_TUSSENVOEGSELS";"PER_ACHTERNAAM";"SCHRIJVER";"GEBOORTEDATUM";"GEBOORTEPLAATS";"STERFDATUM";"STERFPLAATS"
"310321";"";"Janny";"van der";"Heijden";"Janny van der Heijden";"Tussen 01-01-1954 en 31-12-1954";"Haarlem";"";""
"168842";"";"Berthold";"";"Gunster";"Berthold Gunster";"Tussen 01-01-1959 en 31-12-1959";"";"";""
"248912";"";"Heleen";"de";"Bie-de Both";"Heleen de Bie-de Both";"12-01-1928";"Groningen";"15-11-2009";"Amersfoort"
"452933";"";"Rita";"";"Monaldi";"Rita Monaldi";"Tussen 01-01-1966 en 31-12-1966";"";"";""
"452934";"";"Francesco";"";"Sorti";"Francesco Sorti";"Tussen 01-01-1964 en 31-12-1964";"";"";""
"1431";"";"Paul";"";"Harland";"Paul Harland";"15-04-1960";"";"17-06-2003";""
"239885";"";"D";"";"Post";"D Post";"08-11-1983";"";"";""
"47110";"";"Michèle";"";"Desbordes";"Michèle Desbordes";"Tussen 01-08-1940 en 31-08-1940";"Sologne";"24-01-2006";"Baule"
"240608";"";"Adriana";"van der";"Laan";"Adriana van der Laan";"03-05-1952";"";"";""
"240630";"";"Jan";"";"Smeekens";"Jan Smeekens";"24-05-1945";"Oosterhout";"25-12-2011";"Middelburg"
"239234";"";"J.P.";"";"Teng";"J.P. Teng";"25-04-1960";"";"";""
"239274";"";"Peter";"";"Adolphsen";"Peter Adolphsen";"01-09-1972";"";"";""
"239297";"";"Jaap";"";"Polak";"Jaap Polak";"31-12-1912";"Amsterdam";"09-01-2015";"New York City"
"239950";"";"VA";"";"Terpstra";"VA Terpstra";"20-03-1981";"";"";""
"240631";"";"CJM";"";"Hussaarts";"CJM Hussaarts";"15-09-1960";"";"";""
"239283";"";"Jolanda";"";"Coenders";"Jolanda Coenders";"07-12-1972";"";"";""
"239973";"";"Krista";"";"Bracke";"Krista Bracke";"Tussen 01-01-1968 en 31-12-1968";"Lokeren";"";""
"239980";"";"judith";"";"krabben";"judith krabben";"09-06-1988";"";"";""
"240683";"";"Tia";"de";"Smit";"Tia de Smit";"03-01-1955";"";"";""
"235995";"";"N.C.J.";"";"Prins-Ros";"N.C.J. Prins-Ros";"26-04-1963";"";"";""
"240050";"";"geurt";"van";"steeg";"geurt van steeg";"24-08-1948";"";"";""
"240729";"";"Johnathan";"";"";"Johnathan";"24-10-1984";"";"";""
"240734";"";"Gert-Jan";"van der";"Lee";"Gert-Jan van der Lee";"30-12-1973";"";"";""
"240804";"";"I.";"";"Bos";"I. Bos";"13-06-1970";"";"";""
"240826";"";"Gustaaf";"";"Peek";"Gustaaf Peek";"Tussen 01-01-1975 en 31-12-1975";"Haarlem";"";""
"239392";"";"Stephenie";"";"Meyer";"Stephenie Meyer";"24-12-1973";"Hartford";"";""
"239401";"";"Eric";"";"Rinckhout";"Eric Rinckhout";"Tussen 01-01-1956 en 31-12-1956";"";"";""
"389057";"";"Béatrix";"";"Beck";"Béatrix Beck";"14-07-1914";"Villars-sur-Ollon";"30-11-2008";"Saint-Clair-sur-Epte"
"240067";"";"A";"";"Linkenhof";"A Linkenhof";"13-10-1971";"";"";""
"240070";"";"Jan";"";"Wennekers";"Jan Wennekers";"27-04-1958";"";"";""
"240069";"";"Marilynne";"";"Robinson";"Marilynne Robinson";"26-11-1943";"Sandpoint";"";""
"389056";"";"Stephan";"";"Lang";"Stephan Lang";"Tussen 01-01-1945 en 31-12-1945";"Cămin";"13-12-2008";"Den Haag ('s-Gravenhage)"
"240095";"";"Laurens";"van";"Aggelen";"Laurens van Aggelen";"18-01-1964";"Arnhem";"";""
"240839";"";"Ahmad S.";"";"Sediq";"Ahmad S. Sediq";"12-02-1985";"";"";""
"240840";"";"I.M.";"van";"vliet";"I.M. van vliet";"19-07-1952";"";"";""
"449500";"";"J.";"van";"Melle";"J. van Melle";"11-02-1887";"Goes";"08-11-1953";"Johannesburg"
"449800";"";"Viveca";"";"Sten";"Viveca Sten";"18-06-1959";"Stockholm";"";""
"357767";"";"Romano";"";"Molenaar";"Romano Molenaar";"28-01-1971";"Pijnacker";"";""
"240131";"";"ferry";"";"ammerlaan";"ferry ammerlaan";"05-04-1982";"";"";""
"240132";"";"jan";"";"boeren";"jan boeren";"07-01-1931";"";"";""
"6035";"";"Michael";"";"Crichton";"Michael Crichton";"23-10-1942";"Chicago";"04-11-2008";"Los Angeles"
"240135";"";"somayra";"";"isidora";"somayra isidora";"12-01-1960";"";"";""
"240138";"";"Bas";"";"Testerink";"Bas Testerink";"22-07-1989";"";"";""
"239444";"";"E";"";"Notenboom";"E Notenboom";"18-02-1969";"";"";""
"34680";"";"Dick";"de";"Vree";"Dick de Vree";"09-03-1923";"";"23-11-2003";"Soest"
"73056";"";"Louis";"van de";"Laar";"Louis van de Laar";"24-12-1921";"Den Bosch ('s-Hertogenbosch)";"25-01-2004";"Bergen op Zoom"
"82721";"";"Ahmadou";"";"Kourouma";"Ahmadou Kourouma";"24-11-1927";"Togobala";"11-12-2003";"Lyon"
"34241";"";"Koenraad";"";"Goudeseune";"Koenraad Goudeseune";"23-02-1965";"Ieper";"";""
"239448";"";"Matthijs";"de";"Wit";"Matthijs de Wit";"04-05-1985";"";"";""
"370294";"";"Anna";"";"Bikont";"Anna Bikont";"17-07-1954";"Warschau";"";""
"240139";"";"F.H.J.";"";"Coensen";"F.H.J. Coensen";"18-12-1966";"";"";""
"398732";"";"Ramón J.";"";"Sender";"Ramón J. Sender";"03-02-1901";"Chalamera";"15-01-1982";"San Diego"
"249176";"";"Stephen";"";"Hawking";"Stephen Hawking";"18-01-1942";"Oxford";"14-03-2018";"Cambridge"
"370303";"";"Gregor";"von";"Rezzori";"Gregor von Rezzori";"13-05-1914";"";"23-04-1998";""
"370305";"";"Ilan";"";"Pappé";"Ilan Pappé";"Tussen 01-01-1954 en 31-12-1954";"Haifa";"";""
"239488";"";"Bruin";"";"Bruin";"Bruin Bruin";"20-08-1960";"";"";""
"239502";"";"Philippe";"";"Grimbert";"Philippe Grimbert";"Tussen 01-01-1948 en 31-12-1948";"Parijs (stad)";"";""
"240221";"";"Sylvia";"";"Van Peteghem";"Sylvia Van Peteghem";"Tussen 01-01-1955 en 31-12-1955";"";"";""
"239566";"";"Deborah";"";"Feldman";"Deborah Feldman";"17-08-1986";"";"";""
"74571";"";"Elizabeth";"";"Bishop";"Elizabeth Bishop";"08-02-1911";"Worcester";"06-10-1979";"Boston"
"110611";"";"Nelson";"";"Algren";"Nelson Algren";"28-03-1909";"Detroit";"09-05-1981";"Long Island"
"240232";"";"P.";"";"Hooghuis";"P. Hooghuis";"10-12-1944";"";"";""
"249311";"";"Joop";"van";"Wijk";"Joop van Wijk";"Tussen 01-01-1949 en 31-12-1949";"";"";""
"697563";"";"Katja";"";"Petrowskaja";"Katja Petrowskaja";"03-02-1970";"Kiev";"";""
"240233";"";"W";"";"Boske";"W Boske";"03-10-1951";"";"";""
"240271";"";"NJG";"de";"Haas";"NJG de Haas";"22-03-1974";"";"";""
"401837";"";"Evelio";"";"Rosero";"Evelio Rosero";"20-03-1958";"Bogotá";"";""
"401843";"";"Christa";"";"Rosier";"Christa Rosier";"Tussen 01-01-1960 en 31-12-1960";"";"19-06-2011";""
"367552";"";"Reine";"";"De Pelseneer";"Reine De Pelseneer";"22-06-1982";"";"";""
"239638";"";"R";"";"Kieft";"R Kieft";"25-05-1952";"";"";""
"367574";"";"Daan";"de";"Ligt";"Daan de Ligt";"11-03-1953";"Den Haag ('s-Gravenhage)";"22-08-2016";"Den Haag ('s-Gravenhage)"
"4089";"";"Jenny";"";"Diski";"Jenny Diski";"08-07-1947";"Londen";"28-04-2016";""
"249367";"";"Su";"";"Tong";"Su Tong";"Tussen 01-01-1963 en 31-12-1963";"Suzhou";"";""
"310420";"";"Yakov";"";"Shabtai";"Yakov Shabtai";"Tussen 01-01-1934 en 31-12-1934";"Tel Aviv";"Tussen 01-01-1981 en 31-12-1981";""
"239678";"";"Anita";"";"Brink";"Anita Brink";"07-04-1962";"";"";""
"239681";"";"Fleur";"";"Regli";"Fleur Regli";"02-06-1975";"";"";""
"310930";"";"Barry";"";"Miles";"Barry Miles";"Tussen 01-01-1943 en 31-12-1943";"";"";""
"240340";"";"Martin";"";"Rus";"Martin Rus";"14-12-1960";"";"";""
"330747";"";"Anne";"";"McCaffrey";"Anne McCaffrey";"01-04-1926";"Cambridge";"21-11-2011";""
"23508";"";"";"";"Hellema";"Hellema";"18-03-1921";"Amsterdam";"19-03-2005";"Amsterdam"
"234000";"";"Sander";"";"Selier";"Sander Selier";"28-03-1986";"";"";""
"234737";"";"Hans";"";"Hogenkamp";"Hans Hogenkamp";"07-07-1969";"Den Haag ('s-Gravenhage)";"";""
"22188";"";"Guillaume";"van der";"Graft";"Guillaume van der Graft";"15-08-1920";"Delfshaven";"21-11-2010";""
"65901";"";"Peter";"";"Berger";"Peter Berger";"15-08-1936";"Abcoude";"30-08-2000";""
"182682";"";"Guido";"";"Marynissen";"Guido Marynissen";"15-08-1938";"";"";""
"50990";"";"Rouke";"van der";"Hoek";"Rouke van der Hoek";"15-08-1952";"";"";""
"21894";"";"Alice";"";"Nahon";"Alice Nahon";"16-08-1896";"";"21-05-1933";""
"635";"";"Ida";"";"Gerhardt";"Ida Gerhardt";"11-05-1905";"Gorinchem";"15-08-1997";"Warnsveld"
"80992";"";"R.A.";"";"Cornets de Groot";"R.A. Cornets de Groot";"03-02-1929";"";"06-03-1991";""
"20930";"";"Paul";"van";"Mook";"Paul van Mook";"27-05-1926";"";"10-12-2000";""
"110764";"";"August";"";"Defresne";"August Defresne";"06-11-1893";"Maastricht";"02-04-1961";"Amsterdam"
"64676";"";"Jeanne";"van";"Schaik-Willing";"Jeanne van Schaik-Willing";"08-10-1895";"Amsterdam";"01-10-1984";""
"53460";"";"Rudolf";"van";"Reest";"Rudolf van Reest";"12-04-1897";"";"29-11-1979";""
"10468";"";"Hendrik";"van";"Teylingen";"Hendrik van Teylingen";"06-06-1938";"Haarlem";"25-12-1998";""
"83157";"";"Jacoba";"van";"Velde";"Jacoba van Velde";"10-05-1903";"Den Haag ('s-Gravenhage)";"07-09-1985";"Amsterdam"
"9897";"";"Pierre H.";"";"Dubois";"Pierre H. Dubois";"02-07-1917";"Amsterdam";"24-03-1999";"Den Haag ('s-Gravenhage)"
"182830";"";"Nellie";"van";"Kol";"Nellie van Kol";"12-12-1851";"";"24-02-1930";""
"65240";"";"Jo";"van";"Dorp-Ypma";"Jo van Dorp-Ypma";"23-02-1908";"";"19-02-1986";""
"110799";"";"Lidy";"van";"Eijsselsteijn";"Lidy van Eijsselsteijn";"03-06-1904";"";"24-10-1986";""
"76790";"";"Willem";"";"Enzinck";"Willem Enzinck";"31-10-1920";"Apeldoorn";"12-08-2001";"Oostburg"
"86284";"";"Jan H.";"de";"Groot";"Jan H. de Groot";"13-03-1901";"Alkmaar";"01-12-1990";""
"76383";"";"Marie";"van";"Dessel-Poot";"Marie van Dessel-Poot";"24-02-1895";"";"29-05-1958";""
"1764";"";"P.N.";"van";"Eyck";"P.N. van Eyck";"01-10-1887";"";"10-04-1954";""
"77639";"";"Rhijnvis";"";"Feith";"Rhijnvis Feith";"07-02-1753";"";"08-02-1824";""
"182827";"";"Carla";"van";"Lidth de Jeude";"Carla van Lidth de Jeude";"17-08-1889";"";"17-02-1987";""
"86146";"";"A.";"de";"Froe";"A. de Froe";"07-01-1907";"";"30-10-1992";""
"31177";"";"N.E.";"";"Fonteyne";"N.E. Fonteyne";"16-12-1904";"";"07-06-1938";""
"104544";"";"Aarnout";"";"Drost";"Aarnout Drost";"15-03-1810";"Amsterdam";"05-11-1834";"Amsterdam"
"234041";"";"Robin";"";"Jansen";"Robin Jansen";"25-06-1984";"";"";""
"86837";"";"Dirk";"";"Coster";"Dirk Coster";"07-07-1887";"Delft";"08-10-1956";"Delft"
"183291";"";"Warden";"";"Oom";"Warden Oom";"14-04-1861";"";"06-07-1934";""
"182947";"";"Andries";"";"Pels";"Andries Pels";"19-10-1631";"";"06-07-1681";""
"37479";"";"Sanne";"van";"Havelte";"Sanne van Havelte";"07-07-1889";"";"19-12-1968";""
"20982";"";"Armand";"";"Sunier";"Armand Sunier";"07-07-1912";"";"09-02-2001";""
"50706";"";"Bert";"";"Voeten";"Bert Voeten";"06-07-1918";"Breda";"26-12-1992";"Amsterdam"
"182649";"";"Herman";"";"Leys";"Herman Leys";"06-07-1934";"";"";""
"47084";"";"Chawwa";"";"Wijnberg";"Chawwa Wijnberg";"06-07-1942";"Dordrecht";"";""
"20626";"";"Joris";"";"Denoo";"Joris Denoo";"06-07-1953";"Torhout";"";""
"12359";"";"Daan";"";"Cartens";"Daan Cartens";"06-07-1958";"Delft";"";""
"183163";"";"Aleida";"";"Schot";"Aleida Schot";"07-07-1900";"";"";""
"183292";"";"Stephanie";"";"Verzele-Madeleyn";"Stephanie Verzele-Madeleyn";"09-01-1895";"";"08-07-1999";""
"182650";"";"Rutger";"van";"Zeijst";"Rutger van Zeijst";"07-07-1930";"Apeldoorn";"24-04-2005";"Apeldoorn"
"40958";"";"Johan";"dèr";"Mouw";"Johan dèr Mouw";"24-07-1863";"";"08-07-1919";""
"182989";"";"Jan";"";"Wit";"Jan Wit";"07-07-1914";"";"26-08-1980";""
"183164";"";"Geke";"";"Boltje";"Geke Boltje";"07-07-1943";"";"";""
"7035";"";"K.";"ter";"Laan";"K. ter Laan";"08-07-1871";"";"06-03-1963";""
"25300";"";"Pieter";"";"Langendijk";"Pieter Langendijk";"25-07-1683";"Haarlem";"09-07-1756";""
"74940";"";"Willem";"";"Gussekloo";"Willem Gussekloo";"07-08-1939";"";"26-08-1992";""
"74612";"";"Cita";"";"Golterman-van Dijk";"Cita Golterman-van Dijk";"26-02-1897";"Den Haag ('s-Gravenhage)";"15-03-1990";"Amsterdam"
"73903";"";"Huib";"";"Eijkelenboom";"Huib Eijkelenboom";"12-02-1929";"";"15-03-1991";""
"41645";"";"Jan";"";"Engelman";"Jan Engelman";"07-06-1900";"Utrecht";"20-03-1972";"Amsterdam"
"182835";"";"Maria";"De";"Lannoy";"Maria De Lannoy";"10-01-1890";"";"29-02-1968";""
"2159";"";"Jip";"";"Golsteijn";"Jip Golsteijn";"02-07-1945";"Amsterdam";"22-02-2002";""
"80894";"";"Jacob";"";"Geel";"Jacob Geel";"12-11-1789";"Amsterdam";"11-11-1862";"Den Haag ('s-Gravenhage)"
"41897";"";"J.P.";"";"Hasebroek";"J.P. Hasebroek";"06-11-1812";"Leiden";"29-03-1896";"Amsterdam"
"18223";"";"Lodewijk";"van";"Deyssel";"Lodewijk van Deyssel";"22-09-1864";"Amsterdam";"26-01-1952";"Haarlem"
"110630";"";"Franz";"de";"Backer";"Franz de Backer";"22-06-1891";"";"23-06-1961";"Ukkel"
"46248";"";"Thomas";"";"Graftdijk";"Thomas Graftdijk";"14-06-1949";"Amsterdam";"10-02-1992";"Preggio"
"182790";"";"Frans";"van";"Isacker";"Frans van Isacker";"04-02-1920";"";"Tussen 01-01-2000 en 31-12-2000";""
"182967";"";"Liesbeth";"van";"Thillo";"Liesbeth van Thillo";"04-03-1914";"";"29-07-1988";""
"9064";"";"Menno";"ter";"Braak";"Menno ter Braak";"26-01-1902";"Eibergen";"15-05-1940";"Den Haag ('s-Gravenhage)"
"182807";"";"Gerrit";"van de";"Linde Jz.";"Gerrit van de Linde Jz.";"12-03-1808";"Rotterdam";"27-01-1858";"Londen"
"7485";"";"Jacobus";"";"Bellamy";"Jacobus Bellamy";"12-11-1757";"Vlissingen";"11-03-1786";"Utrecht"
"182810";"";"Marjolein";"";"Heijermans";"Marjolein Heijermans";"07-01-1920";"Amsterdam";"27-01-1990";""
"3837";"";"Louis Paul";"";"Boon";"Louis Paul Boon";"15-03-1912";"Aalst";"10-05-1979";"Erembodegem"
"182893";"";"Anton";"van der";"Vet";"Anton van der Vet";"03-06-1919";"";"27-04-1997";""
"182883";"";"Walter";"de";"Ridder";"Walter de Ridder";"29-08-1901";"";"19-04-1992";""
"182847";"";"Ben";"de";"Smidt";"Ben de Smidt";"03-12-1949";"";"09-03-1991";""
"234118";"";"J.L.P.";"";"Boudewijns";"J.L.P. Boudewijns";"31-12-1958";"";"";""
"182848";"";"Elisabeth";"";"Zernike";"Elisabeth Zernike";"08-07-1891";"";"12-03-1982";""
"182936";"";"Anton";"van de";"Velde";"Anton van de Velde";"08-07-1895";"";"21-06-1983";""
"62294";"";"Jan";"";"Boer";"Jan Boer";"08-07-1899";"";"";""
"4566";"";"Elisabeth";"";"Cheixaou";"Elisabeth Cheixaou";"08-07-1907";"";"17-07-1997";""
"182651";"";"Erwin D.A.";"";"Penning";"Erwin D.A. Penning";"08-07-1954";"";"";""
"58241";"";"K.H.R.";"de";"Josselin de Jong";"K.H.R. de Josselin de Jong";"09-07-1903";"";"25-11-1991";""
"81950";"";"Dieuwke";"";"Eringa";"Dieuwke Eringa";"09-07-1911";"Rotterdam";"13-08-2003";"Amsterdam"
"4339";"";"Marjan";"";"Berk";"Marjan Berk";"11-07-1932";"Zeist";"";""
"21364";"";"Herman";"de";"Man";"Herman de Man";"11-07-1898";"Woerden";"14-11-1946";"Schiphol"
"182965";"";"Paul";"";"Kenis";"Paul Kenis";"11-07-1885";"";"28-07-1934";""
"183058";"";"Emmanuel";"";"Rosseels";"Emmanuel Rosseels";"11-07-1818";"";"02-12-1904";""
"47047";"";"J.C.";"";"Noordstar";"J.C. Noordstar";"10-07-1907";"Groningen";"21-08-1987";""
"107633";"";"E.";"";"Laurillard";"E. Laurillard";"26-03-1830";"Rotterdam";"10-07-1908";""
"182949";"";"Lucas";"";"Pater";"Lucas Pater";"Tussen 01-12-1707 en 31-12-1707";"";"10-07-1781";""
"110694";"";"Henri";"";"Bruning";"Henri Bruning";"10-07-1900";"Amsterdam";"17-12-1983";"Nijmegen"
"183011";"";"Hans J.F.";"";"Kemming";"Hans J.F. Kemming";"10-07-1908";"";"11-10-1993";""
"84723";"";"B.";"";"Rijdes";"B. Rijdes";"05-04-1910";"";"10-07-1975";"Haarlem"
"182653";"";"Bob";"de";"Graaf";"Bob de Graaf";"10-07-1927";"Amsterdam";"10-02-2011";"Alphen a/d Rijn"
"5559";"";"G.L.";"";"Durlacher";"G.L. Durlacher";"10-07-1928";"Baden-Baden";"02-07-1996";"Haarlem"
"69784";"";"Aleida";"";"Leeuwenberg";"Aleida Leeuwenberg";"10-07-1944";"";"";""
"182950";"";"Daan";"van der";"Zee";"Daan van der Zee";"16-06-1880";"Schiedam";"10-07-1969";"Den Haag ('s-Gravenhage)"
"12257";"";"Bram";"van";"Stolk";"Bram van Stolk";"11-07-1941";"";"20-11-1996";""
"235218";"";"Rik";"";"Wisman";"Rik Wisman";"04-05-1977";"";"";""
"182859";"";"Lodewijk";"de";"Koninck";"Lodewijk de Koninck";"30-10-1838";"";"23-03-1924";""
"69225";"";"Jan";"de";"Beer";"Jan de Beer";"05-03-1898";"";"04-03-1984";""
"28625";"";"Herman";"";"Brood";"Herman Brood";"05-11-1946";"Zwolle";"11-07-2001";"Amsterdam"
"182975";"";"Filip";"de";"Pillecyn";"Filip de Pillecyn";"25-03-1891";"Hamme";"07-08-1962";"Gent"
"182787";"";"Annie";"de";"Hoog-Nooy";"Annie de Hoog-Nooy";"04-07-1891";"";"01-01-1971";""
"182879";"";"Hans";"van";"Sweeden";"Hans van Sweeden";"08-03-1939";"";"12-04-1963";""
"182898";"";"Daan";"van";"Driel";"Daan van Driel";"04-01-1909";"";"30-04-1992";""
"182948";"";"Hans";"van";"Marle";"Hans van Marle";"09-03-1922";"";"07-07-2001";""
"182921";"";"Roger";"van de";"Velde";"Roger van de Velde";"13-02-1925";"";"30-05-1970";""
"182919";"";"R.A.J.";"van";"Lier";"R.A.J. van Lier";"24-08-1914";"";"28-05-1987";""
"182911";"";"Anthonis";"de";"Roovere";"Anthonis de Roovere";"Tussen 01-01-1430 en 31-12-1430";"";"16-05-1482";""
"90959";"";"Frans";"";"Piët";"Frans Piët";"17-02-1905";"";"05-01-1997";""
"1631";"";"Jan";"";"Rutges";"Jan Rutges";"30-08-1933";"";"03-07-2001";""
"183261";"";"Juanita";"de";"Rebel";"Juanita de Rebel";"10-03-1914";"";"08-03-1998";""
"10522";"";"Charles B.";"";"Timmer";"Charles B. Timmer";"17-02-1907";"Amsterdam";"01-01-1991";""
"183279";"";"Géo";"de la";"Violette";"Géo de la Violette";"08-11-1895";"";"20-05-1979";""
"183332";"";"Jo";"de";"Wit";"Jo de Wit";"21-05-1894";"";"11-11-1973";""
"183265";"";"U.";"van";"Houten";"U. van Houten";"23-03-1904";"";"22-03-1974";""
"183282";"";"J.";"van de";"Walle";"J. van de Walle";"02-03-1912";"";"06-06-2000";""
"183017";"";"Willem";"van";"Iependaal";"Willem van Iependaal";"24-03-1891";"";"23-10-1970";""
"183270";"";"Prof. Dr. J.P.";"van";"Praag";"Prof. Dr. J.P. van Praag";"11-05-1911";"";"12-04-1981";""
"183269";"";"E.S.";"de";"Jong";"E.S. de Jong";"12-07-1918";"Wanswerd";"10-04-2001";"Sneek"
"59026";"";"Felix";"";"Rutten";"Felix Rutten";"13-07-1882";"";"22-12-1971";"Rome"
"68917";"";"Marcel";"";"Anckaert";"Marcel Anckaert";"11-07-1945";"";"30-08-1979";""
"33264";"";"Desiderius";"";"Erasmus";"Desiderius Erasmus";"27-10-1469";"";"12-07-1536";"Basel-Landschaft"
"182951";"";"Hilda";"";"Ram";"Hilda Ram";"31-10-1858";"";"12-07-1901";""
"95363";"";"Josef";"";"Cohen";"Josef Cohen";"02-02-1886";"";"07-12-1965";"Groningen"
"183165";"";"Hans";"";"Koningsberger";"Hans Koningsberger";"12-07-1921";"";"";""
"182654";"";"Daniël";"";"Daen";"Daniël Daen";"12-07-1942";"";"";""
"182952";"";"Ben";"";"Sijes";"Ben Sijes";"12-01-1908";"";"12-07-1981";""
"8260";"";"Carla";"";"Bogaards";"Carla Bogaards";"12-07-1947";"Voorburg";"";""
"111000";"";"Marie";"";"Koenen";"Marie Koenen";"19-01-1879";"";"11-07-1959";"Maastricht"
"183320";"";"J.H.";"";"Scheps";"J.H. Scheps";"13-07-1900";"Den Haag ('s-Gravenhage)";"03-10-1993";"Utrecht"
"10320";"";"Jean-Pierre";"";"Plooij";"Jean-Pierre Plooij";"13-07-1945";"";"24-05-1994";""
"80478";"";"René";"";"Verheezen";"René Verheezen";"13-07-1946";"";"16-10-1987";""
"182655";"";"Gerda";"de";"Vrieze";"Gerda de Vrieze";"13-07-1946";"";"";""
"182954";"";"Max";"";"Rooses";"Max Rooses";"10-02-1839";"";"15-07-1914";""
"110765";"";"Maurits";"";"Dekker";"Maurits Dekker";"16-07-1896";"Amsterdam";"07-10-1962";"Amsterdam"
"183025";"";"Johan";"";"Koning";"Johan Koning";"16-07-1887";"";"30-10-1946";""
"182839";"";"Frits";"";"Hopman";"Frits Hopman";"14-07-1877";"";"04-03-1932";""
"15310";"";"Neel";"";"Doff";"Neel Doff";"27-01-1858";"Buggenum";"14-07-1942";"Elsene"
"183258";"";"Rie";"";"Stoové-Bauer";"Rie Stoové-Bauer";"16-07-1904";"";"04-03-1981";""
"5360";"";"Anna";"";"Blaman";"Anna Blaman";"31-01-1905";"Rotterdam";"13-07-1960";"Rotterdam"
"182905";"";"Jaap";"";"Sickenga";"Jaap Sickenga";"14-07-1918";"";"11-05-1942";""
"235224";"";"Peter";"";"Waij";"Peter Waij";"22-06-1965";"";"";""
"74065";"";"Miriam";"";"Van hee";"Miriam Van hee";"16-08-1952";"Gent";"";""
"62636";"";"Ger";"";"Schmook";"Ger Schmook";"17-08-1898";"";"Tussen 01-01-1985 en 31-12-1985";""
"183305";"";"M.B.";"";"Mendes da Costa";"M.B. Mendes da Costa";"16-05-1851";"Amsterdam";"18-08-1938";""
"183045";"";"Hendrik";"";"Hoogeveen";"Hendrik Hoogeveen";"24-08-1903";"";"17-11-1981";""
"182981";"";"Maria";"";"Viola";"Maria Viola";"01-12-1871";"";"19-08-1951";""
"183018";"";"Lucretia W.";"van";"Merken";"Lucretia W. van Merken";"21-08-1721";"";"24-10-1789";""
"7854";"";"G.A.";"";"Bredero";"G.A. Bredero";"16-03-1585";"Amsterdam";"23-08-1618";"Amsterdam"
"182817";"";"Nico";"";"Verhoeven";"Nico Verhoeven";"20-08-1925";"";"03-02-1974";""
"110687";"";"J.H.";"";"Brouwer";"J.H. Brouwer";"23-08-1900";"";"22-01-1981";"Leeuwarden"
"390418";"";"Michel";"van";"Eeten";"Michel van Eeten";"12-04-1970";"Geleen";"";""
"19914";"";"Paul";"";"Koeck";"Paul Koeck";"20-08-1940";"Boom";"";""
"182984";"";"Leon";"van";"Kelpenaar";"Leon van Kelpenaar";"27-03-1930";"";"23-08-1951";""
"28054";"";"Noud";"van den";"Eerenbeemt";"Noud van den Eerenbeemt";"21-08-1928";"";"Tussen 01-01-1997 en 31-12-1997";""
"182685";"";"Kenneth";"";"Eddy Madarie";"Kenneth Eddy Madarie";"21-08-1946";"";"";""
"56888";"";"Salvador";"";"Hertog";"Salvador Hertog";"22-08-1901";"Maastricht";"14-11-1989";""
"17977";"";"Johan";"";"Anthierens";"Johan Anthierens";"22-08-1937";"";"20-03-2000";""
"182983";"";"Fokke";"";"Sierksma";"Fokke Sierksma";"30-05-1917";"Dantumawoude";"22-08-1977";"Leiden"
"8798";"";"Mia";"";"Meijer";"Mia Meijer";"27-10-1944";"";"18-01-1993";""
"73800";"";"Yvonne";"";"Waegemans";"Yvonne Waegemans";"29-03-1909";"";"01-01-1991";""
"183242";"";"Remi";"van de";"Moortel";"Remi van de Moortel";"19-08-1912";"Petegem";"12-10-1993";"Kruishoutem"
"183240";"";"E.H.";"du";"Quesne-van Gogh";"E.H. du Quesne-van Gogh";"16-05-1859";"";"29-11-1936";""
"183341";"";"C.P.";"van";"Rossem";"C.P. van Rossem";"21-04-1885";"";"31-12-1934";""
"183016";"";"Margrit";"de";"Sablonière";"Margrit de Sablonière";"30-04-1905";"";"22-10-1979";""
"1285";"";"Gerard";"";"Wijdeveld";"Gerard Wijdeveld";"17-06-1905";"";"01-02-1997";""
"80893";"";"E.J.";"";"Potgieter";"E.J. Potgieter";"27-06-1808";"";"03-02-1875";"Amsterdam"
"110937";"";"Johan";"";"Huizinga";"Johan Huizinga";"07-12-1872";"Groningen";"01-02-1945";"De Steeg"
"54996";"";"Johan";"";"Schwencke";"Johan Schwencke";"24-10-1887";"";"17-02-1981";""
"11674";"";"Victor";"";"Westhoff";"Victor Westhoff";"12-11-1916";"Sitoebondo";"12-03-2001";""
"81167";"";"Marianne";"";"Philips";"Marianne Philips";"18-03-1886";"Amsterdam";"13-05-1951";"Naarden"
"55732";"";"Wim";"";"Ramaker";"Wim Ramaker";"12-05-1943";"";"10-02-1992";""
"37854";"";"Nel";"";"Veerman";"Nel Veerman";"15-12-1909";"";"11-02-2002";""
"3869";"";"Ben";"";"Reynders";"Ben Reynders";"21-03-1945";"";"25-02-2001";""
"98974";"";"Gys";"";"Miedema";"Gys Miedema";"24-02-1951";"";"22-02-2001";"Leeuwarden"
"1131";"";"Nico";"";"Scheepmaker";"Nico Scheepmaker";"13-11-1930";"Amsterdam";"05-04-1990";"Amsterdam"
"108920";"";"A.H.";"";"Nijhoff";"A.H. Nijhoff";"09-06-1897";"";"22-05-1971";""
"10076";"";"Annie";"";"Romein-Verschoor";"Annie Romein-Verschoor";"04-02-1895";"Nijmegen";"05-02-1978";"Amsterdam"
"23302";"";"Constantijn";"";"Huygens";"Constantijn Huygens";"04-09-1596";"Den Haag ('s-Gravenhage)";"28-03-1687";"Den Haag ('s-Gravenhage)"
